#curie_map:
#  MESH: http://id.nlm.nih.gov/mesh/
#  CL: http://purl.obolibrary.org/obo/CL_
#  UBERON: http://purl.obolibrary.org/obo/UBERON_
#  GO: http://purl.obolibrary.org/obo/GO_
#  OBA: http://purl.obolibrary.org/obo/OBA_
#  skos: http://www.w3.org/2004/02/skos/core
#license: https://creativecommons.org/publicdomain/zero/1.0/
#mapping_provider: https://www.ebi.ac.uk
#mapping_set_group: obo_mesh_mappings
#mapping_set_id: obo_mesh
#mapping_set_title: 'OBO Ontology Mappings to MeSH'
#object_source: https://nlmpubs.nlm.nih.gov/projects/mesh/rdf/mesh.nt.gz
#subject_source: http://purl.obolibrary.org/obo/cl.owl
#subject_source: http://purl.obolibrary.org/obo/uberon.owl
#subject_source: http://purl.obolibrary.org/obo/go.owl
#subject_source: http://purl.obolibrary.org/obo/oba.owl
subject_id	subject_label	predicate_id	object_id	object_label	mapping_justification	subject_source	object_source	confidence	mapping_date	author_id	object_uri
UBERON:0002097	skin of body	skos:exactMatch	M0019925	Skin	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0019925
UBERON:0002099	cardiac septum	skos:exactMatch	M0009969	Heart Septum	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0009969
UBERON:0002104	visual system	skos:exactMatch	M0022780	Visual Pathways	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0022780
UBERON:0002106	spleen	skos:exactMatch	M0020364	Spleen	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0020364
UBERON:0002107	liver	skos:exactMatch	M0012632	Liver	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0012632
UBERON:0002108	small intestine	skos:exactMatch	M0011585	Intestine, Small	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0011585
UBERON:0002110	gallbladder	skos:exactMatch	M0008957	Gallbladder	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0008957
UBERON:0002113	kidney	skos:exactMatch	M0012006	Kidney	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0012006
UBERON:0002114	duodenum	skos:exactMatch	M0006890	Duodenum	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0006890
UBERON:0002115	jejunum	skos:exactMatch	M0011844	Jejunum	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0011844
UBERON:0002116	ileum	skos:exactMatch	M0011030	Ileum	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0011030
UBERON:0002126	solitary tract nuclear complex	skos:exactMatch	M0026613	Solitary Nucleus	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0026613
UBERON:0002127	inferior olivary complex	skos:exactMatch	M000758817	Inferior Olivary Complex	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M000758817
UBERON:0002128	superior olivary complex	skos:exactMatch	M0591274	Superior Olivary Complex	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0591274
UBERON:0002129	cerebellar cortex	skos:exactMatch	M0003857	Cerebellar Cortex	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0003857
UBERON:0002130	cerebellar nuclear complex	skos:exactMatch	M0003861	Cerebellar Nuclei	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0003861
UBERON:0002134	tricuspid valve	skos:exactMatch	M0021947	Tricuspid Valve	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0021947
UBERON:0002135	mitral valve	skos:exactMatch	M0013957	Mitral Valve	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0013957
UBERON:0002137	aortic valve	skos:exactMatch	M0001553	Aortic Valve	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0001553
UBERON:0002139	subcommissural organ	skos:exactMatch	M0020652	Subcommissural Organ	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0020652
UBERON:0002141	parvocellular oculomotor nucleus	skos:exactMatch	M0591294	Edinger-Westphal Nucleus	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0591294
UBERON:0002142	pedunculopontine tegmental nucleus	skos:exactMatch	M0447015	Pedunculopontine Tegmental Nucleus	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0447015
UBERON:0002145	interpeduncular nucleus	skos:exactMatch	M0593542	Interpeduncular Nucleus	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0593542
UBERON:0002146	pulmonary valve	skos:exactMatch	M0018141	Pulmonary Valve	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0018141
UBERON:0002148	locus ceruleus	skos:exactMatch	M0012670	Locus Coeruleus	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0012670
UBERON:0002152	middle cerebellar peduncle	skos:exactMatch	M0591288	Middle Cerebellar Peduncle	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0591288
UBERON:0002156	nucleus raphe magnus	skos:exactMatch	M0591381	Nucleus Raphe Magnus	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0591381
UBERON:0002157	nucleus raphe pallidus	skos:exactMatch	M0591385	Nucleus Raphe Pallidus	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0591385
UBERON:0002162	area postrema	skos:exactMatch	M0398498	Area Postrema	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0398498
UBERON:0002165	endocardium	skos:exactMatch	M0007395	Endocardium	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0007395
UBERON:0002181	substantia gelatinosa	skos:exactMatch	M0020679	Substantia Gelatinosa	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0020679
UBERON:0002185	bronchus	skos:exactMatch	M0002960	Bronchi	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0002960
UBERON:0002186	bronchiole	skos:exactMatch	M0002961	Bronchioles	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0002961
UBERON:0002190	subcutaneous adipose tissue	skos:exactMatch	M0472875	Subcutaneous Fat	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0472875
UBERON:0002193	hemolymphoid system	skos:exactMatch	M0010071	Hemic and Immune Systems	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0010071
UBERON:0002196	adenohypophysis	skos:exactMatch	M0016911	Pituitary Gland, Anterior	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0016911
UBERON:0002197	median eminence of neurohypophysis	skos:exactMatch	M0013189	Median Eminence	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0013189
UBERON:0002198	neurohypophysis	skos:exactMatch	M0016912	Pituitary Gland, Posterior	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0016912
UBERON:0002204	musculoskeletal system	skos:exactMatch	M0014260	Musculoskeletal System	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0014260
UBERON:0002205	manubrium of sternum	skos:exactMatch	M0013015	Manubrium	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0013015
UBERON:0002206	mammillary body	skos:exactMatch	M0012964	Mammillary Bodies	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0012964
UBERON:0002207	xiphoid process	skos:exactMatch	M0023069	Xiphoid Bone	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0023069
UBERON:0002219	subfornical organ	skos:exactMatch	M0020657	Subfornical Organ	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0020657
UBERON:0002221	fontanelle	skos:exactMatch	M0520261	Cranial Fontanelles	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0520261
UBERON:0002228	rib	skos:exactMatch	M0019083	Ribs	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0019083
UBERON:0002236	costal cartilage	skos:exactMatch	M0592909	Costal Cartilage	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0592909
UBERON:0002240	spinal cord	skos:exactMatch	M0020309	Spinal Cord	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0020309
UBERON:0002242	nucleus pulposus	skos:exactMatch	M000611362	Nucleus Pulposus	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M000611362
UBERON:0002250	popliteal artery	skos:exactMatch	M0017284	Popliteal Artery	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0017284
UBERON:0002256	dorsal horn of spinal cord	skos:exactMatch	M0592790	Spinal Cord Dorsal Horn	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0592790
UBERON:0002257	ventral horn of spinal cord	skos:exactMatch	M0592813	Spinal Cord Ventral Horn	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0592813
UBERON:0002264	olfactory bulb	skos:exactMatch	M0015251	Olfactory Bulb	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0015251
UBERON:0002275	reticular formation	skos:exactMatch	M0018932	Reticular Formation	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0018932
UBERON:0002285	telencephalic ventricle	skos:exactMatch	M0328564	Lateral Ventricles	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0328564
UBERON:0002286	third ventricle	skos:exactMatch	M0328582	Third Ventricle	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0328582
UBERON:0002289	midbrain cerebral aqueduct	skos:exactMatch	M0003873	Cerebral Aqueduct	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0003873
UBERON:0002294	biliary system	skos:exactMatch	M0002490	Biliary Tract	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0002490
UBERON:0002298	brainstem	skos:exactMatch	M0002886	Brain Stem	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0002886
UBERON:0002299	alveolus of lung	skos:exactMatch	M0018121	Pulmonary Alveoli	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0018121
UBERON:0002303	juxtaglomerular apparatus	skos:exactMatch	M0011890	Juxtaglomerular Apparatus	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0011890
UBERON:0002314	midbrain tectum	skos:exactMatch	M0005205	Tectum Mesencephali	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0005205
UBERON:0002316	white matter	skos:exactMatch	M0592773	White Matter	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0592773
UBERON:0002320	glomerular mesangium	skos:exactMatch	M0009299	Glomerular Mesangium	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0009299
UBERON:0002324	muscle of back	skos:exactMatch	M0579781	Back Muscles	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0579781
UBERON:0002336	corpus callosum	skos:exactMatch	M0005206	Corpus Callosum	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0005206
UBERON:0002347	thoracic vertebra	skos:exactMatch	M0021406	Thoracic Vertebrae	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0021406
UBERON:0002349	myocardium	skos:exactMatch	M0014344	Myocardium	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0014344
UBERON:0002350	conducting system of heart	skos:exactMatch	M0009948	Heart Conduction System	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0009948
UBERON:0002351	sinoatrial node	skos:exactMatch	M0019898	Sinoatrial Node	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0019898
UBERON:0002352	atrioventricular node	skos:exactMatch	M0001928	Atrioventricular Node	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0001928
UBERON:0002353	bundle of His	skos:exactMatch	M0003026	Bundle of His	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0003026
UBERON:0002354	cardiac Purkinje fiber	skos:exactMatch	M0018172	Purkinje Fibers	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0018172
UBERON:0002360	meninx	skos:exactMatch	M0013361	Meninges	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0013361
UBERON:0002361	pia mater	skos:exactMatch	M0016831	Pia Mater	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0016831
UBERON:0002362	arachnoid mater	skos:exactMatch	M0001655	Arachnoid	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0001655
UBERON:0002363	dura mater	skos:exactMatch	M0006892	Dura Mater	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0006892
UBERON:0002366	bulbo-urethral gland	skos:exactMatch	M0003019	Bulbourethral Glands	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0003019
UBERON:0002367	prostate gland	skos:exactMatch	M0017823	Prostate	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0017823
UBERON:0002369	adrenal gland	skos:exactMatch	M0000486	Adrenal Glands	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0000486
UBERON:0002370	thymus	skos:exactMatch	M0021468	Thymus Gland	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0021468
UBERON:0002371	bone marrow	skos:exactMatch	M0002783	Bone Marrow	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0002783
UBERON:0002373	palatine tonsil	skos:exactMatch	M0021663	Palatine Tonsil	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0021663
UBERON:0002374	metacarpal bone	skos:exactMatch	M0473619	Metacarpal Bones	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0473619
UBERON:0002375	cricoid cartilage	skos:exactMatch	M0005321	Cricoid Cartilage	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0005321
UBERON:0002377	muscle of neck	skos:exactMatch	M0014542	Neck Muscles	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0014542
UBERON:0002378	muscle of abdomen	skos:exactMatch	M0000009	Abdominal Muscles	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0000009
UBERON:0002382	rectus abdominis muscle	skos:exactMatch	M0026631	Rectus Abdominis	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0026631
UBERON:0002385	muscle tissue	skos:exactMatch	M0014247	Muscles	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0014247
UBERON:0002390	hematopoietic system	skos:exactMatch	M0010057	Hematopoietic System	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0010057
UBERON:0002391	lymph	skos:exactMatch	M0012778	Lymph	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0012778
UBERON:0002392	nasolacrimal duct	skos:exactMatch	M0014491	Nasolacrimal Duct	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0014491
UBERON:0002394	bile duct	skos:exactMatch	M0002482	Bile Ducts	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0002482
UBERON:0002395	talus	skos:exactMatch	M0021023	Talus	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0021023
UBERON:0002396	vomer	skos:exactMatch	M0514991	Vomer	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0514991
UBERON:0002397	maxilla	skos:exactMatch	M0013130	Maxilla	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0013130
UBERON:0002405	immune system	skos:exactMatch	M0011068	Immune System	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0011068
UBERON:0002407	pericardium	skos:exactMatch	M0016307	Pericardium	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0016307
UBERON:0002409	pericardial fluid	skos:exactMatch	M000605189	Pericardial Fluid	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M000605189
UBERON:0002410	autonomic nervous system	skos:exactMatch	M0002013	Autonomic Nervous System	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0002013
UBERON:0002411	clitoris	skos:exactMatch	M0004573	Clitoris	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0004573
UBERON:0002413	cervical vertebra	skos:exactMatch	M0003931	Cervical Vertebrae	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0003931
UBERON:0002414	lumbar vertebra	skos:exactMatch	M0012724	Lumbar Vertebrae	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0012724
UBERON:0002418	cartilage tissue	skos:exactMatch	M0003567	Cartilage	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0003567
UBERON:0002421	hippocampal formation	skos:exactMatch	M0010374	Hippocampus	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0010374
UBERON:0002422	fourth ventricle	skos:exactMatch	M0328533	Fourth Ventricle	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0328533
UBERON:0002430	lateral hypothalamic area	skos:exactMatch	M0010932	Hypothalamic Area, Lateral	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0010932
UBERON:0002432	pars intermedia of adenohypophysis	skos:exactMatch	M0488957	Pituitary Gland, Intermediate	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0488957
UBERON:0002435	striatum	skos:exactMatch	M0025942	Neostriatum	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0025942
UBERON:0002436	primary visual cortex	skos:exactMatch	M0022777	Primary Visual Cortex	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0022777
UBERON:0002439	myenteric nerve plexus	skos:exactMatch	M0014333	Myenteric Plexus	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0014333
UBERON:0002441	cervicothoracic ganglion	skos:exactMatch	M0020471	Stellate Ganglion	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0020471
UBERON:0002445	ulnare	skos:exactMatch	M0479692	Triquetrum Bone	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0479692
UBERON:0002446	patella	skos:exactMatch	M0016005	Patella	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0016005
UBERON:0002450	decidua	skos:exactMatch	M0005719	Decidua	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0005719
UBERON:0002453	ethmoid sinus	skos:exactMatch	M0007875	Ethmoid Sinus	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0007875
UBERON:0002456	internal thoracic artery	skos:exactMatch	M0012960	Mammary Arteries	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0012960
UBERON:0002463	muscle of posterior compartment of hindlimb stylopod	skos:exactMatch	M000611429	Hamstring Muscles	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M000611429
UBERON:0002465	lymphoid system	skos:exactMatch	M0012796	Lymphatic System	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0012796
UBERON:0002469	esophagus mucosa	skos:exactMatch	M000612954	Esophageal Mucosa	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M000612954
UBERON:0002481	bone tissue	skos:exactMatch	M0002767	Bone and Bones	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0002767
